item_id,corpus,issue,status,pages,holding,source,next_action,id,year,source_url,verification_note,version
sinichkin_baptist_1910_58764,Baptist,7 апрель 1910,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1910,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1911_47590,Baptist,8 июнь 1911,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1911,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1910_20074,Baptist,8 январь 1910,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1910,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1910_57716,Baptist,9 февраль 1910,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1910,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1911_52822,Baptist,9 февраль 1911,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1911,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1910_34459,Baptist,март-февраль 1910 (комбиниров.),page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1910,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_bratskiive_1945_83657,Bratskii Vestnik,1945 №2,page_count_verified_scan_no_ocr,44,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1945,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 44 pp. Scan, no OCR.",v125
sinichkin_bratskiili_1906_57968,Bratskii Listok (prerevolutionary),август 1906,page_count_verified_scan_no_ocr,14,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1906,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 14 pp. Scan, no OCR.",v125
sinichkin_bratskiili_1908_74087,Bratskii Listok (prerevolutionary),август 1908,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1908,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_bratskiili_1910_59842,Bratskii Listok (prerevolutionary),август 1910,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1910,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_bratskiili_1907_98751,Bratskii Listok (prerevolutionary),декабрь 1907,page_count_verified_scan_no_ocr,17,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1907,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 17 pp. Scan, no OCR.",v125
sinichkin_bratskiili_1910_65841,Bratskii Listok (prerevolutionary),декабрь 1910,page_count_verified_scan_no_ocr,16,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1910,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 16 pp. Scan, no OCR.",v125
sinichkin_bratskiili_1908_14702,Bratskii Listok (prerevolutionary),май 1908,page_count_verified_scan_no_ocr,8,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1908,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 8 pp. Scan, no OCR.",v125
sinichkin_bratskiili_1906_05262,Bratskii Listok (prerevolutionary),июль 1906,page_count_verified_scan_no_ocr,9,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1906,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 9 pp. Scan, no OCR.",v125
sinichkin_bratskiili_1909_27330,Bratskii Listok (prerevolutionary),июль 1909,page_count_verified_scan_no_ocr,16,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1909,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 16 pp. Scan, no OCR.",v125
sinichkin_bratskiili_1910_06546,Bratskii Listok (prerevolutionary),июль 1910,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1910,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_bratskiili_1910_76993,Bratskii Listok (prerevolutionary),июнь 1910,page_count_verified_scan_no_ocr,10,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1910,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 10 pp. Scan, no OCR.",v125
sinichkin_bratskiili_1906_03945,Bratskii Listok (prerevolutionary),ноябрь 1906,page_count_verified_scan_no_ocr,8,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1906,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 8 pp. Scan, no OCR.",v125
sinichkin_bratskiili_1907_89852,Bratskii Listok (prerevolutionary),ноябрь 1907,page_count_verified_scan_no_ocr,7,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1907,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 7 pp. Scan, no OCR.",v125
sinichkin_bratskiili_1908_50648,Bratskii Listok (prerevolutionary),ноябрь 1908,page_count_verified_scan_no_ocr,14,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1908,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 14 pp. Scan, no OCR.",v125
sinichkin_bratskiili_1910_44191,Bratskii Listok (prerevolutionary),ноябрь 1910,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1910,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_bratskiili_1908_08157,Bratskii Listok (prerevolutionary),октябрь 1908,page_count_verified_scan_no_ocr,16,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1908,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 16 pp. Scan, no OCR.",v125
sinichkin_bratskiili_1909_38453,Bratskii Listok (prerevolutionary),октябрь 1909,page_count_verified_scan_no_ocr,8,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1909,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 8 pp. Scan, no OCR.",v125
sinichkin_bratskiili_1906_82739,Bratskii Listok (prerevolutionary),сентябрь 1906,page_count_verified_scan_no_ocr,10,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1906,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 10 pp. Scan, no OCR.",v125
sinichkin_bratskiili_1907_03727,Bratskii Listok (prerevolutionary),сентябрь 1907,page_count_verified_scan_no_ocr,16,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1907,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 16 pp. Scan, no OCR.",v125
sinichkin_bratskiili_1909_43805,Bratskii Listok (prerevolutionary),сентябрь 1909,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1909,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_gost_1934_40742,Gost,март 1934,page_count_verified_scan_no_ocr,7,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1934,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 7 pp. Scan, no OCR.",v125
sinichkin_gost_1934_63172,Gost,февраль 1934,page_count_verified_scan_no_ocr,8,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1934,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 8 pp. Scan, no OCR.",v125
sinichkin_gost_1934_79624,Gost,январь 1934,page_count_verified_scan_no_ocr,6,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1934,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 6 pp. Scan, no OCR.",v125
sinichkin_khristiani_1915_09016,Khristianin,июль 1915,page_count_verified_scan_no_ocr,8,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1915,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 8 pp. Scan, no OCR.",v125
sinichkin_khristiani_1926_96175,Khristianin,март 1926,page_count_verified_scan_no_ocr,54,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1926,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 54 pp. Scan, no OCR.",v125
sinichkin_khristiani_1915_52513,Khristianin,ноябрь 1915,page_count_verified_scan_no_ocr,8,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1915,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 8 pp. Scan, no OCR.",v125
sinichkin_khristiani_1915_08360,Khristianin,декабрь 1915,page_count_verified_scan_no_ocr,8,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1915,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 8 pp. Scan, no OCR.",v125
sinichkin_khristiani_1928_50045,Khristianin,октябрь 1928,page_count_verified_scan_no_ocr,54,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1928,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 54 pp. Scan, no OCR.",v125
sinichkin_bratskiili_1906_02172,Bratskii Listok (prerevolutionary),май 1906,page_count_verified_scan_no_ocr,10,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1906,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 10 pp. Scan, no OCR.",v125
sinichkin_bratskiili_1909_34362,Bratskii Listok (prerevolutionary),февраль 1909,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1909,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_bratskiili_1908_66109,Bratskii Listok (prerevolutionary),февраль 1908,page_count_verified_scan_no_ocr,14,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1908,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 14 pp. Scan, no OCR.",v125
sinichkin_gost_1918_50787,Gost,1918 №8,page_count_verified_scan_no_ocr,16,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1918,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 16 pp. Scan, no OCR.",v125
sinichkin_slovoistin_1918_65674,Slovo Istiny,№13,page_count_verified_scan_no_ocr,4,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1918,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 4 pp. Scan, no OCR.",v125
sinichkin_slovoistin_1918_90474,Slovo Istiny,№14,page_count_verified_scan_no_ocr,4,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1918,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 4 pp. Scan, no OCR.",v125
sinichkin_slovoistin_1918_60942,Slovo Istiny,№9-12,page_count_verified_scan_no_ocr,16,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1918,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 16 pp. Scan, no OCR.",v125
sinichkin_utrennyaya_1915_39437,Utrennyaya Zvezda,10 апрель 1915,page_count_verified_scan_no_ocr,8,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1915,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 8 pp. Scan, no OCR.",v125
sinichkin_utrennyaya_1915_09854,Utrennyaya Zvezda,10 июль 1915,page_count_verified_scan_no_ocr,8,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1915,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 8 pp. Scan, no OCR.",v125
sinichkin_utrennyaya_1915_03674,Utrennyaya Zvezda,12 июнь 1915,page_count_verified_scan_no_ocr,8,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1915,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 8 pp. Scan, no OCR.",v125
sinichkin_utrennyaya_1915_76789,Utrennyaya Zvezda,13 март 1915,page_count_verified_scan_no_ocr,8,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1915,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 8 pp. Scan, no OCR.",v125
sinichkin_utrennyaya_1915_33820,Utrennyaya Zvezda,15 май 1915,page_count_verified_scan_no_ocr,8,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1915,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 8 pp. Scan, no OCR.",v125
sinichkin_utrennyaya_1915_19655,Utrennyaya Zvezda,17 апрель 1915,page_count_verified_scan_no_ocr,8,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1915,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 8 pp. Scan, no OCR.",v125
sinichkin_utrennyaya_1915_00831,Utrennyaya Zvezda,19 июнь 1915,page_count_verified_scan_no_ocr,8,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1915,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 8 pp. Scan, no OCR.",v125
sinichkin_utrennyaya_1915_68681,Utrennyaya Zvezda,2 октябрь 1915,page_count_verified_scan_no_ocr,8,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1915,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 8 pp. Scan, no OCR.",v125
sinichkin_utrennyaya_1915_67034,Utrennyaya Zvezda,22 май 1915,page_count_verified_scan_no_ocr,8,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1915,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 8 pp. Scan, no OCR.",v125
sinichkin_utrennyaya_1915_51239,Utrennyaya Zvezda,24 апрель 1915,page_count_verified_scan_no_ocr,8,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1915,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 8 pp. Scan, no OCR.",v125
sinichkin_utrennyaya_1915_31458,Utrennyaya Zvezda,26 июнь 1915,page_count_verified_scan_no_ocr,7,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1915,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 7 pp. Scan, no OCR.",v125
sinichkin_utrennyaya_1915_41066,Utrennyaya Zvezda,29 май 1915,page_count_verified_scan_no_ocr,8,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1915,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 8 pp. Scan, no OCR.",v125
sinichkin_utrennyaya_1915_40225,Utrennyaya Zvezda,5 июнь 1915,page_count_verified_scan_no_ocr,8,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1915,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 8 pp. Scan, no OCR.",v125
sinichkin_utrennyaya_1915_11094,Utrennyaya Zvezda,23 октябрь 1915,page_count_verified_scan_no_ocr,8,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1915,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 8 pp. Scan, no OCR.",v125
sinichkin_utrennyaya_1915_01964,Utrennyaya Zvezda,30 октябрь 1915,page_count_verified_scan_no_ocr,8,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1915,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 8 pp. Scan, no OCR.",v125
sinichkin_utrennyaya_1915_30403,Utrennyaya Zvezda,3 апрель 1915,page_count_verified_scan_no_ocr,7,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1915,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 7 pp. Scan, no OCR.",v125
sinichkin_khristiani_1926_85343,Khristianin,май 1926,page_count_verified_scan_no_ocr,46,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1926,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 46 pp. Scan, no OCR.",v125
sinichkin_inst_letter_1960,ВСЕХБ Instructional letter,1960,ocr_done,10,Sinichkin TG local PDF,Sinichkin TG export,Clip page-image for publication quotes,,1960,tg://sinichkin_export,OCR tesseract rus+eng 300DPI; full text extracted; regulatory trigger of 1961 split (quote-ready after page-card clip),v125
sinichkin_vladikavkaz_1885,Congress protocol,Vladikavkaz 1885,ocr_done,13,Sinichkin TG local PDF,Sinichkin TG export,Visual page-check for old-orthography quote-cards,,1885,tg://sinichkin_export,OCR tesseract rus 250DPI (old orthography); searchable; earliest unity-congress; open-communion/foot-washing doctrinal boundary,v125
sinichkin_2nd_congress_ec_1910_11,Congress protocol,2nd Congress EC 28.12.1910-04.01.1911,ocr_done,23,Sinichkin TG local PDF,Sinichkin TG export,Visual page-check for unity passages,,1911,tg://sinichkin_export,OCR tesseract rus 250DPI; searchable; Prokhanov chair; central to Baptist/EC unity question,v125
sinichkin_2nd_allrussian_ec_1911,Congress protocol,2nd All-Russian Congress EC 1911,ocr_done,23,Sinichkin TG local PDF,Sinichkin TG export,Visual page-check; appears near-duplicate of 2nd Congress EC,,1911,tg://sinichkin_export,OCR tesseract rus 250DPI; searchable; near-identical to 2nd Congress EC (verify distinction),v125
